++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
 Tue Jun 28 11:57:23 2016
 a 1.1 b -90 a 0.8 b -90 a 0.2 c 0.6 180 a 0.6 b -90 a 0.8 b -90 a 1.2 
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
      length        time  angle(tem)  angle(ave)  angle(des)        C_PI   field dir temperature
        5.32      172.99     -149.04     -149.21      180.00       18.67      150.07       63.74
        5.32      173.04     -149.04     -149.52      180.00       18.67      149.79       63.68
        5.32      173.09     -149.04     -149.34      180.00       18.67      149.47       63.68
        5.32      173.14     -149.04     -149.04      180.00       18.67      149.14       63.80
        5.32      173.19     -149.04     -149.34      180.00       18.67      148.86       63.80
        5.32      173.24     -150.26     -149.65      180.00       18.67      148.58       63.82
        5.32      173.29     -150.26     -149.95      180.00       18.67      148.30       63.82
        5.32      173.34     -150.26     -150.26      180.00       18.67      148.03       63.81
        5.32      173.39     -150.26     -150.26      180.00       18.67      147.73       63.81
        5.32      173.44     -150.26     -150.26      180.00       18.67      147.43       63.79
        5.32      173.49     -150.26     -150.26      180.00       18.67      147.13       63.79
        5.32      173.54     -150.95     -150.60      180.00       18.67      146.86       63.96
        5.32      173.59     -151.39     -150.88      180.00       18.67      146.59       63.96
        5.32      173.64     -150.26     -151.33      180.00       18.67      146.34       63.60
        5.32      173.69     -150.26     -151.22      180.00       18.67      146.04       63.60
        5.32      173.74     -150.26     -150.43      180.00       18.67      145.68       63.92
        5.32      173.79     -150.95     -151.22      180.00       18.67      145.46       63.92
        5.32      173.84     -153.43     -152.30      180.00       18.67      145.25       63.86
        5.32      173.89     -153.43     -152.92      180.00       18.67      145.08       63.86
        5.32      173.94     -153.43     -152.81      180.00       18.67      144.89       63.77
        5.32      173.99     -153.43     -152.81      180.00       18.67      144.57       63.77
        5.32      174.04     -153.43     -152.64      180.00       18.67      144.30       63.75
        5.32      174.09     -153.43     -152.21      180.00       18.67      144.07       63.75
        5.32      174.14     -153.43     -153.00      180.00       18.67      143.80       63.86
        5.32      174.19     -153.43     -153.43      180.00       18.67      143.54       63.86
        5.32      174.24     -153.43     -152.81      180.00       18.67      143.27       63.77
        5.32      174.29     -153.43     -152.81      180.00       18.67      143.00       63.77
        5.32      174.34     -153.43     -153.43      180.00       18.67      142.73       63.93
        5.32      174.39     -153.43     -153.43      180.00       18.67      142.46       63.93
        5.32      174.44     -153.43     -153.43      180.00       18.67      142.20       63.75
        5.32      174.49     -153.43     -153.43      180.00       18.67      141.93       63.75
        5.32      174.54     -151.70     -153.00      180.00       18.67      141.63       63.94
        5.32      174.59     -153.43     -153.00      180.00       18.67      141.36       63.94
        5.32      174.64     -153.43     -153.43      180.00       18.67      141.09       63.83
        5.32      174.69     -153.43     -153.43      180.00       18.67      140.86       63.83
        5.32      174.74     -153.43     -153.43      180.00       18.67      140.60       63.97
        5.32      174.79     -153.43     -153.43      180.00       18.67      140.33       63.97
        5.32      174.84     -153.43     -153.43      180.00       18.67      140.07       63.92
        5.32      174.89     -153.43     -153.43      180.00       18.67      139.80       63.92
        5.32      174.94     -153.43     -153.43      180.00       18.67      139.54       63.79
        5.32      174.99     -153.43     -153.43      180.00       18.67      139.27       63.79
        5.32      175.04     -153.43     -153.43      180.00       18.67      139.01       63.84
        5.32      175.09     -153.43     -153.43      180.00       18.67      138.74       63.84
        5.32      175.14     -155.22     -154.53      180.00       18.67      138.58       63.87
        5.32      175.19     -153.43     -153.43      180.00       18.67      138.32       63.87
        5.32      175.24     -153.43     -153.43      180.00       18.67      137.97       63.86
        5.32      175.29     -153.43     -154.28      180.00       18.67      137.70       63.86
        5.32      175.34     -156.04     -154.93      180.00       18.67      137.50       63.78
        5.32      175.39     -156.80     -155.46      180.00       18.67      137.30       63.78
        5.32      175.44     -156.04     -155.46      180.00       18.67      137.12       64.07
        5.32      175.49     -156.80     -155.77      180.00       18.67      136.94       64.07
        5.32      175.54     -156.04     -155.77      180.00       18.67      136.72       63.90
        5.32      175.59     -156.80     -155.58      180.00       18.67      136.48       63.90
        5.32      175.64     -156.80     -156.61      180.00       18.67      136.24       63.69
        5.32      175.69     -156.80     -155.96      180.00       18.67      136.02       63.69
        5.32      175.74     -157.38     -156.10      180.00       18.67      135.78       63.88
        5.32      175.79     -156.80     -157.09      180.00       18.67      135.56       63.88
        5.32      175.84     -158.20     -157.30      180.00       18.67      135.36       64.03
        5.32      175.89     -157.38     -157.30      180.00       18.67      135.18       64.03
        5.32      175.94     -158.20     -157.64      180.00       18.67      134.95       64.01
        5.32      176.00     -158.20     -158.20      180.00       18.67      134.70       64.01
        5.32      176.05     -158.20     -157.99      180.00       18.67      134.51       63.80
        5.32      176.10     -158.20     -157.64      180.00       18.67      134.32       63.80
        5.32      176.15     -158.20     -157.85      180.00       18.67      134.10       63.92
        5.32      176.20     -158.20     -158.20      180.00       18.67      133.88       63.92
        5.32      176.25     -158.20     -158.20      180.00       18.67      133.66       63.85
        5.32      176.30     -158.20     -158.51      180.00       18.67      133.47       63.85
        5.32      176.35     -160.02     -158.96      180.00       18.67      133.29       63.92
        5.32      176.40     -158.20     -158.65      180.00       18.67      133.05       63.92
        5.32      176.45     -158.20     -158.51      180.00       18.67      132.82       63.80
        5.32      176.50     -159.44     -159.13      180.00       18.67      132.66       63.80
        5.32      176.55     -159.44     -159.97      180.00       18.67      132.52       63.75
        5.32      176.60     -159.44     -159.97      180.00       18.67      132.32       63.75
        5.32      176.65     -159.44     -159.13      180.00       18.67      132.04       63.87
        5.32      176.70     -158.20     -159.35      180.00       18.67      131.85       63.87
        5.32      176.75     -159.44     -159.66      180.00       18.67      131.68       63.58
        5.32      176.80     -160.02     -160.12      180.00       18.67      131.51       63.58
        5.32      176.85     -161.57     -160.79      180.00       18.67      131.37       63.56
        5.32      176.90     -159.44     -160.26      180.00       18.67      131.13       63.56
        5.32      176.95     -161.57     -160.26      180.00       18.67      130.93       63.80
        5.32      177.00     -161.57     -161.18      180.00       18.67      130.82       63.80
        5.32      177.05     -161.57     -161.57      180.00       18.67      130.66       63.71
        5.32      177.10     -161.57     -161.57      180.00       18.67      130.48       63.71
        5.32      177.15      135.00     -177.42      180.00       18.67      131.72       63.87
        5.32      177.20      135.00      150.86      180.00       18.67      134.50       63.87
